Column1;Name;Comments;Likes;Replies;Published
420;LukeiGuess;This is why every guy loves him;0;0 REPLY;2 weeks ago
421;Denise SEVIER-FRIES;Just so you STAY humble, I will say something pseudo-negative. You promote and own, in part, Mint Mobile. I want it but as a fellow Canadian, it isn't available to me in Canada. This saddens me terribly. So...that's it. All I can think of. Pretty sure it didn't shatter you so we're good, right?????;0;0 REPLY;3 weeks ago
422;Why Steve;Nice, does a struggling South African wannabe filmmaker count as under represented communities? Then that's me.;0;0 REPLY;3 weeks ago
423;Moonlord !;Ok but these ads are so good!;0;0 REPLY;3 weeks ago
424;NegativeROG;That's awesome.  Getting constantly choked with diversity makes this life less enjoyable, so now the comedy we all turn to for a break from that reality expands on the choking.  Zero thumbs up.;0;1 REPLY;2 weeks ago
425;ÇMDR B0B;"Ladder? Is that anything like Scaling a Learning Cliff?

Is there a 34th century correspondence course? Inquiring minds want to know. Not sure if this was created with the age impaired in mind , seems like something for the Cadets (which I approve of 142% as someone who made the mistake of Producing Spawn ;-).";0;0 REPLY;3 weeks ago
426;zombie squad;I love your videos;0;0 REPLY;3 weeks ago
427;Christian Ramirez;his videos are ads only if you think of them as ads. i never do. i think of them as satire, as parodies of ads. it was a very long time before i realised they're actual ads. i suppose it helps that i'm not a drunken sot, so i'm not interested in any of his alcoholic products, which are real things. i despise ads with a passion.;0;0 REPLY;3 weeks ago (edited)
428;Ryan rathee;Ryan sir every movi amazing;0;0 REPLY;3 weeks ago
429;BlockASpeed Gaming;hmm ryan as a coach and mentor? i can see a Deadpool armies and armies of Ryan Reynolds ready to take over the planet in the future :D  (this is a joke);0;0 REPLY;3 weeks ago
430;Shakthi Dhasan;Best Canadian export.;0;0 REPLY;3 weeks ago
431;Gordon Cooper;Thanks for this.;0;0 REPLY;3 weeks ago
432;Vasyl Dubenchuk;hi Ryan, you are super actor, and I believe a good person, please support Ukraine, we need your help too.;0;0 REPLY;2 weeks ago
433;ashik philip;This man doesn't dissapoint with these ads.;0;0 REPLY;3 weeks ago
434;BryceSoker;Knowing Deloitte they will hire a bunch of fresh out of college students and pay them in peanuts.;0;0 REPLY;3 weeks ago
435;Raylene Preuss;You could say it's a Deloitteful idea!  ;0;0 REPLY;2 weeks ago
436;EVERBEE - Ldn: GARDEN;Ryan, please run for President - United States or Canada, either would do, I don't mind :);0;0 REPLY;2 weeks ago
437;ItsNotChrista;Still a big fan of u!;2;0 REPLY;3 weeks ago
438;Worlds Most Plagiarized Man;"""Chaos is a creative ladder""";0;1 REPLY;3 weeks ago
439;Yuriel Cundangan;The worse stuff about bad guys is they think they're actually the good FOLKS;1;0 REPLY;3 weeks ago
440;Anuj Kuumar;"""Chaos is a ladder.""";1;0 REPLY;3 weeks ago
441;Gustavo Saliola;Your Mini Movies made the almost impossible. To be seen, enjoyed and not skipped. Working in Advertising for 30 years, i kinda know the drill.;0;0 REPLY;2 weeks ago
442;MainGoldDragon;Is there more Perfect human being than Ryan Reynolds ??? Please for the love of god make sure to take care of yourself too though because god enjoys taking good people from us. He likes taking people that are helpful and make good for others. So please, I don't want to lose you too.;0;0 REPLY;2 weeks ago
443;Duke Steel;"Well done to you Ryan. A human doing what a human is built to do. 
It’s lovely to see people get a chance to do something in life and better still something they can love.";1;0 REPLY;3 weeks ago
444;deepti ssonkar;Ice cream and Ryan Reynolds make everything better;0;0 REPLY;2 days ago (edited)
445;Paco Reguenga;You're the best!;0;0 REPLY;3 weeks ago
446;no body;"I see a lot of focus these days on increasing opportunities and representation for BIPOC. And that's fantastic.

Disability is diversity, but it's rarely mentioned in these diversity and inclusion initiatives. Disability rep in all levels is especially needed in media. It's clear that most of the time not one disabled person was even consulted in the development, nor performance, of a project. Lots of harmful narratives and stereotypes, and non-disabled people get an Oscar. That's how it's been going for decades.";1;0 REPLY;3 weeks ago
447;Amras Culnamo;YOU DA MAN RYAN! YEAAAAAAH BOOOYYYYYY!!!!!;0;0 REPLY;3 weeks ago
448;Jesus is Lord;"(John 3:16,17) ""For God so loved the world, that He gave His only begotten Son, that whosoever believes in Him should not perish, but should have eternal life. For God did not send His Son into the world to condemn the world, but that the world might be saved through Him."" (Romans 10:9,10) ""That if you confess with your mouth the Lord Jesus and believe in your that God has raised Him from the dead, thou shalt be saved. For with the heart, man believeth unto righteousness and with the mouth confession is made unto salvation.""";1;0 REPLY;3 weeks ago
449;FRC Custom Guns;The idea that anything is inaccessible to anyone is absurd.;0;0 REPLY;2 weeks ago
450;dom G;"You are amazing your Deadpool
And free guy movies were amazing I hope to one day meet you in person";0;0 REPLY;3 weeks ago
451;lina ahmad;international people can apply or just Americans? Great project thanks for  trying to help our minor community to have  chances I dream to be  part of this team one day;2;0 REPLY;3 weeks ago (edited)
452;kevin costello;Good stuff, TY;0;0 REPLY;3 weeks ago
453;Sarah Lynn;He doesn’t even have to try anymore. He just is!;0;0 REPLY;3 weeks ago
454;Cas;"(This comment is to help people not die from trying fractal wood burning videos please read)

Hello, Ryan Reynolds , I am an avid fan. But I have a question for you,    Could you please promote a Chanel called “How to cook that”.   ";1;0 REPLY;2 weeks ago
455;Nick B;"A perfect representative of the ""patriarchy"" shilling for BIPOC....lol.....the jokes write themselves.";1;0 REPLY;3 weeks ago
456;Jeeef The Great;We do need more explicitly race biased, ideally anti white initiatives.  Bravo!;1;2 REPLIES;3 weeks ago
457;Liz Joyce;If I ever needed to sell anything in bulk, I know who I'm coming to;0;0 REPLY;3 weeks ago
458;Athenz Minz;"not even American, but I will like to nominate Deadpool for President. Dave Chappelle for Secretary of Education, Trevor Noah for Secretary of Health, Trinidad Jame$ as honorary SCOTUS member. You know, because I'm Trini.

Make it happen people.";0;0 REPLY;4 days ago
459;Colm Gallagher;is he doing production or a direction next??? go drew;0;6 REPLIES;3 weeks ago
460;Brad Poirier;You’re such a cool guy, man.;0;0 REPLY;3 weeks ago
461;Andrew Corum;Ryan, I will donate $15 to Creative Ladder. However, this gift is not for empowerment of anyone. It is so your Apple Watch can use one month of Mint Mobile!;0;0 REPLY;3 weeks ago
462;Awky Embwer;The only ads I ever willingly watch;0;0 REPLY;3 weeks ago
463;Aljalil;I’ll get ignored just like i did for Group Effort initiative. Me and my daughters posts  with that hashtag got the most responses. But they only picked super young people. When i was 19 i had to work because my daughter was born. I couldnt jump into the field i love. I only had a chance to pursue it full time after 30 when my daughter was older. And it hurt more with RR being one of my favorite actors and body goal inspiration . Just say only young people so i dont give older people hope. Still a fan. Still hope to work with you one day before you retire or move to a different field. I’m Just disappointed.;0;0 REPLY;3 weeks ago
464;Silent Disco;"Ryan reyonlds 
Why is it so hard to tell someone that you want to make money. That's all that is. That's all we care about is making money and spending the money.";0;0 REPLY;2 weeks ago (edited)
465;Melyra- ??C??c? m? p??f??e - L!VE??J??!N-??;"Yes the work is fun… when there aren’t idiotic producers and directors (most of them are absolute idiots). And when they’d pay the creative people as good as Hollywood actors. But we generally earn a mere tip for the 12-16 hour days we run!!!

I’m so glad that I also have a degree in something sensible (EE and CS).

Because those degrees and work in IT always kept me in work and the money — and ultimately also got me into TV and eventually Film (unlike most people who actually study film).";0;1 REPLY;3 weeks ago
466;Tom Williams;You hit the like button before you view the video every time just because it's Ryan;0;0 REPLY;3 weeks ago
467;Chris McQueen;This is a really good thing.;1;1 REPLY;3 weeks ago
468;Ben;This is great. As a creative who cut their teeth in hollywood and got their degree there but constantly had the doors shut in their face by the more nepotistic circles that gatekeep the hollywood industry, i really appreciate someone who lives in the ivory tower dropping a rope to help the little guy climb up. Or should i say, a ladder. :) But i guess Ryan knows as well as any of us how hard it is given that he was a famous celebrity with lots of clout and adoring fans and still couldn't get deadpool made for an actual decade. ;2;0 REPLY;3 weeks ago
469;Aimee Johnson;Your ads are amazing;0;0 REPLY;3 weeks ago
470;filkertom;A perfect example of nontoxic masculinity and just generally being a Good Guy (no pun intended). Ryan is climbing my list that includes Carl Sagan, Steve Irwin, LeVar Burton, Dwayne Johnson, Fred Rogers, Bob Ross, Lin-Manuel Miranda, Hugh Jackman....;2;0 REPLY;3 weeks ago
471;Floofy Kibby;I wonder what will happen with Creative Ladder!!;0;0 REPLY;3 weeks ago
472;Robert Belton;Your adds are as important to me as an ashtray on a moterbike  !;0;0 REPLY;3 weeks ago
473;Pixldg;We love your ads too  ;0;0 REPLY;3 weeks ago
474;Inspirationfree;Is this open to the older guy (38), who go to the end of his IT career and would love o follow his passion in the videography space?;0;0 REPLY;3 weeks ago
475;lavender crafts west;I love Ryan Reynolds and this program but did he really just support ads while on YouTube? Lol;0;0 REPLY;8 hours ago
476;Jill Henderson;Awesome!;0;0 REPLY;3 weeks ago
477;Gideon Enslin;this is what young students need a opportunity to get seen because out there you don't mean sh*t.;0;0 REPLY;3 weeks ago
478;THE AVENGERS;Deadpool the best ;1;0 REPLY;3 weeks ago
479;Librarian;Yes, Aviation American Gin gets an appearance!;0;0 REPLY;3 weeks ago
480;Granger Jung;Best ad for Green Lantern 2.0 aaaaannddd GO!;0;0 REPLY;3 weeks ago
481;Paul Zammataro;Kudos!!!;0;0 REPLY;2 weeks ago
482;most wanted;love you Ryan from India;0;0 REPLY;3 weeks ago
483;Pam Rush;Get in touch with the school of media arts at Wintec here in Hamilton new Zealand this will be a real experience and foot in the door for media arts students who have graduated;0;0 REPLY;3 weeks ago
484;Emmanuel Rosales;Awesome thanks;0;0 REPLY;3 weeks ago
485;shandramare;What about those that have been out of school for awhile that went to film school but struggling to get a chance?;0;0 REPLY;3 weeks ago
486;Naavah;Amazing man;0;0 REPLY;3 weeks ago
487;Lmao;these ads are epic;0;0 REPLY;3 weeks ago
488;SqueakyCrypto;He is so funny!;0;0 REPLY;3 weeks ago
489;Himi;Awesome;1;0 REPLY;2 weeks ago
490;Iulian Mirea;Lovely idea ?;0;0 REPLY;3 weeks ago
491;ShockedPikachu;Wow I can't believe i willingly just watched an add;0;0 REPLY;3 weeks ago
492;Renee Sokoloff;Is this only for people of color? Because I've been trying to relaunch my own graphic design career.;1;0 REPLY;3 weeks ago
493;Thai_Fighter;Fucking legend!;0;0 REPLY;12 days ago
494;SharpenedAxe;Does anyone else want to see Ryan's ads like this CC video? https://www.youtube.com/watch?v=6AQPaSJOQ7o Because I would totally buy whatever the ad is for.;0;0 REPLY;3 weeks ago
495;Silent Disco;"Ryan reyonlds 
I have a middle eastern movie director from Australia called Paul fenech. His been filming my family for years. His been watching this whole time. following me. ";0;0 REPLY;1 day ago (edited)
496;Nsaur03;I promise to love you more after watching this.;0;0 REPLY;3 weeks ago
497;ken ezzell;I would like to see a imdb for commercials;0;0 REPLY;3 weeks ago
498;Qween Nara;Hai anna iam Nagendar Anna na age 22 Tindersite.Uno qualification m.l.t medical lab techniciane ,Srpt lo jobs unte cheppagalaru anna.with govt Jobs.;1;0 REPLY;3 weeks ago
499;Danny Richardson;Still can't believe he bought Wrexham.;1;0 REPLY;3 weeks ago
500;Devakumar Smith;With maximum effort;1;0 REPLY;3 weeks ago
501;NUCLEAR OFFICIAL;'Ryan' i like your smile ;1;0 REPLY;3 weeks ago
502;captaingreek;Thank God you let us know. We all thought they tortured you to make ads...;0;0 REPLY;3 weeks ago
503;Clyde Mathew;Even though you’re Canadian your glasses blow ;0;1 REPLY;3 weeks ago
504;Buckey;Hi Mr. Reynolds, I want to be an actor when I get older. Do you have any tips for me maybe?;0;0 REPLY;3 weeks ago
505;Charles The Man;Thanks Ryan.;0;0 REPLY;13 days ago
506;J;Bravo !;0;0 REPLY;3 weeks ago
507;Tighe Matthew;Legend;0;0 REPLY;2 weeks ago
508;David L Moneysmith;I am Legend.....damn that movie fucked me up as a kid. Aliens in the theater at eight. Definitely another bad parenting choice. Still my favorite though. Hahahah;0;0 REPLY;2 weeks ago
509;Nazim El Mardi;Ryan, try to work with Kurt Hugo Schneider… he can create ads you never think as he is the master of creative music here. Now together?;0;0 REPLY;2 weeks ago
510;Treasury Road;Ohh Ryan Reynolds, instant click to watch. :);0;0 REPLY;3 weeks ago
511;Justin O'Toole;Oh look he actually does something important rather than running an activist organisation only to spend the money raised on a multi-million dollar mansion outside LA.;0;0 REPLY;3 weeks ago
512;Bonjour Tech;Love you Ryan;0;0 REPLY;2 weeks ago
513;113 DmG;Awesome logo.;0;0 REPLY;3 weeks ago
514;Kyle Hameister;Ryan Reynolds ;0;0 REPLY;3 weeks ago
515;Ryan F;Nice one Ryan;0;0 REPLY;3 weeks ago
516;Karthik S;Love from india ;1;0 REPLY;3 weeks ago
517;Joel Comer;i love you ryan!!!!!;0;0 REPLY;3 weeks ago
518;• Quick Rosé • #WeLoveYouJhope;I always respect you;0;1 REPLY;2 weeks ago
519;terri;You are so clever!;0;0 REPLY;2 weeks ago
520;VISHALXQZJ;to learn more nd get involved.DAMN this line...;0;0 REPLY;3 weeks ago
521;Patty;Very nice... :);0;0 REPLY;2 weeks ago
522;BurnWithinQT;It's nice you get to feel good about yourself while 80% of humans are being burned alive, sooo nice bro.   ;1;0 REPLY;3 weeks ago
523;Jessi Frenzel;Wait, was that actually him as the Devil?;0;0 REPLY;3 weeks ago
524;Miftahud Diaz Fadhilah;Love your ads as well;0;0 REPLY;3 weeks ago
525;Silent Disco;"Ryan reyonlds 
You don't push that poverty on to people. Because you care or doing it for your reputation. The one who ain't getting paid they are doing all the work. The ones who are getting paid. They are doing alot of nothing. And you don't hold them down with projects that you want to do with the homeless.";0;0 REPLY;2 weeks ago (edited)
526;Seraphim Davey;Art department BABYYYYYY;0;0 REPLY;3 weeks ago
527;Communism Kills;Awesome;0;0 REPLY;3 weeks ago
528;No one star;"Could really use your help on ""Diamond Dragons"", Ryan. I'm exhausted trying to do everything alone.

Help?";0;0 REPLY;3 weeks ago
529;Daniel Scott;What a swell guy.;0;0 REPLY;3 weeks ago
530;Shelby;"Favourite actor, plus we have the same name!
(Shelby not my real name).";0;0 REPLY;3 weeks ago
531;Money Manifestation;And it's a scam the moment he said non profit there's no such thing;0;0 REPLY;3 weeks ago
532;Silent Disco;"Ryan Reyonlds 
You know the series in team Titan where the Titans go to Hollywood and write there own series?. It's not the boss of Hollywood it's the illustrator.";0;0 REPLY;8 days ago (edited)
533;James Morrissey;F**k!! I love this guy!;0;0 REPLY;3 weeks ago
534;YamaZipper1k;Ryan! Just wanted to say holy shit biscuits! I'm commenting on Ryan's YouTube to say HIIIII!;0;0 REPLY;3 weeks ago
535;Uncledekkar;I don't need a guy who couldn't get out of a box 2 feet under sand with all the tools for freedom Givin me advice ;0;1 REPLY;3 weeks ago (edited)
536;Nomisuke Deadman;Ryan Reynolds is a national f***ing treasure. Too bad that nation is Canada.;0;0 REPLY;2 weeks ago
537;Explore with NEO;@ryanreynolds We need #Mint in Canada.  #Internationalstudent;0;0 REPLY;3 weeks ago
538;Leonnard Davis;heck yeah ;0;0 REPLY;3 weeks ago
539;shireen banu;Huge big fan;1;0 REPLY;3 weeks ago
540;RTX - Gaming;I think ryan is good;1;0 REPLY;3 weeks ago
541;Kasa Ejinkeonye;Do you rest?? Well done!;0;0 REPLY;3 weeks ago
542;fall4sleep fall4sleep;everytime a famous person says no profit the alarm bells are ringing.;0;0 REPLY;2 weeks ago
543;jdderew1;"0:42
Ah yes, let's focus on left racist and sexist ideologies rather then competence, what could go wrong.";0;0 REPLY;3 weeks ago
544;qhaireen iqa;;0;0 REPLY;3 weeks ago
545;Floridagirl _lifeig;??;0;0 REPLY;3 weeks ago
546;mikeyh0;"Most people should realize that they have no talent although they may really belt one out while taking a shower. Pictures of people with masks on seems sort of a waste, doesn't it? You can't see their faces which is the purpose of photos mostly. They are called ""portrait"" photos for a reason.";1;0 REPLY;3 weeks ago
547;F7 CJ;I L?VE You And I Like Your Acting. I Watch Your Movies In Hindi Dubbed;1;0 REPLY;10 days ago (edited)
548;Ahmed Oky_;your ads are the only ads i wouldn't pre-click the skip ad button;0;0 REPLY;3 weeks ago
549;Steven Morningstar;Dude, i really hope this is real but i dont think ryan reynolds Has time to b a utube creator;0;0 REPLY;8 days ago
550;jellybella??;Ryan your ads are the best;0;0 REPLY;3 weeks ago
551;cookimonstar;Soooooo many ads, and yet I watch each one ;0;0 REPLY;3 weeks ago
552;No Nombre;Will this be used to promote the 2 Guys and a Girl reboot?;0;0 REPLY;2 weeks ago
553;Silent Disco;"Ryan reyonlds 
I don't need people knowing I helped the homeless or poverty. A certificate in hospitality people be like they made it that way.";0;0 REPLY;2 weeks ago (edited)
554;Batman v Superman;The Stark Internship;1;0 REPLY;3 weeks ago
555;Kac Mac;Bring mintmobile to canada!!!;0;0 REPLY;3 weeks ago
556;C B;Ryan ur a pretty cool human.;0;0 REPLY;2 weeks ago
557;Raiko Star;Thanks for the heads up;0;0 REPLY;2 weeks ago
558;Silent Disco;"Ryan reyonlds 
Paul fenech has been around since 2000. I have put my foot down mother forkers I have put the foot down Ryan reyonlds. The foot is down. I am standing my ground.";0;0 REPLY;1 day ago (edited)
559;Jadon Loy;I ? u Ryan;0;0 REPLY;3 weeks ago
560;Casen Evans;Are you aware everyone is in love with you;0;0 REPLY;3 weeks ago
561;LuckRequired;His back must sore after carrying Red Notice.;0;0 REPLY;3 weeks ago
562;Margaret Patterson;Bravo, Mr.  Reynolds, bravo.;0;1 REPLY;2 weeks ago
563;Discover;Stay Awesome;0;0 REPLY;3 weeks ago
564;Arutera Hunni;ok , i will be kind and spread creative ladder like a wild fire.;0;0 REPLY;3 weeks ago
565;Nayga Emessay;"ARE YOU SURE RYAN, ARE YOU SURE YOU MADE THIS VIDEO TO ""SHARE""????..........??...";0;0 REPLY;3 weeks ago
566;BiL doE McLown;Ryan... how can I get involved?;0;0 REPLY;11 days ago
567;Alexander Borsi;How did anything but humor sell anything in the past?;0;0 REPLY;3 weeks ago
568;john galt;Oh my gosh , so woke .;1;0 REPLY;2 weeks ago
569;Melody The Massage Therapist;Very cool!! ;0;2 REPLIES;3 weeks ago
570;M3E6;You should be an actor!!!!!;0;0 REPLY;8 days ago
571;Serious One;I say lean into the joke of it. It should happen again like 21-22 Jump st...;0;0 REPLY;2 days ago (edited)
572;Silent Disco;"Ryan reyonlds 
You might be the boss but who's gonna burn it down. I am. That makes me the boss. Who's gonna massacre up the place I am. Because i don't want to help them. It makes me happy. Who's the terrorist I am. I don't want to help them. Who's going to do a drive by?. I am Because I don't want to help them. I want my rights";0;0 REPLY;2 weeks ago (edited)
573;Z HUMAN;"Only ""Watchable and Rewatchable ads on YouTube""";1;0 REPLY;3 weeks ago
574;Arun Kennedy;Tbh I couldn't figure out where the name of first co founder ended and second began.;0;0 REPLY;2 weeks ago
575;Kevin Isaiah;Holy shit I just watched an ad on purpose WTF;0;0 REPLY;3 weeks ago
576;BORNGEARHEAD;"""...good times create weak men...""";0;0 REPLY;3 weeks ago
577;Silent Disco;"Ryan reyonlds 
You can't slave people to help others who are in slaved in poverty. To Get them out of poverty. Then your just enslaveing the new people into exhaustion for nothing. Then your just as worse as the person who's left them like that.";0;0 REPLY;2 weeks ago (edited)
578;Hasibul Islam;Lemme work for you bro I’m an Art Director;0;0 REPLY;3 weeks ago
579;July’s channel;Gonna check it out thanks I just want to make better YouTube videos;0;0 REPLY;3 weeks ago
580;David Sutton;Hey I was one your biggest fan love you mon;0;0 REPLY;11 days ago
581;Nelson Stack;lovely rich kids who can earn computer credits. wow.;0;0 REPLY;3 weeks ago
582;EREN;Jane is now lifting Jonathan ;0;0 REPLY;6 days ago
583;Chihiro33333;???;0;0 REPLY;2 weeks ago
584;Rocinante1980;In all honesty not many people have phones, computers or tv’s today ;0;0 REPLY;3 weeks ago
585;R S;Love RR. Hate all things hollywood. go woke go broke.;1;0 REPLY;3 weeks ago
586;Filmtress Mu;I studied lighting.   I'll be creatively kind,  lol.;0;0 REPLY;2 weeks ago (edited)
587;Carrie Haines;I'll watch even if its 2 seconds. ?;0;3 REPLIES;2 weeks ago
588;Russell Lapua;When are we going to see more of Gordan. He's better looking than you.;0;0 REPLY;3 weeks ago
589;AMAZIGH;Where do i sign ?;0;0 REPLY;3 weeks ago
590;JackieBlueEagle;Bloody love you x;0;0 REPLY;2 weeks ago
591;Pohtaitoh;"No way Ryan Reynolds actually exists, he's probably just a made up thing, like Finland.

Real humans can't be this charismatic.";0;0 REPLY;3 weeks ago (edited)
592;KinglyGuitar 353;"you love make ads 
and i love to see YOU make ads";0;0 REPLY;3 weeks ago
593;Blackpillrevolution;Dude I could take your job.  LOL;0;0 REPLY;11 days ago
594;Jacob Canote;I am glad that this program is there to help BIPOC and other idiots like me.;0;0 REPLY;2 weeks ago (edited)
595;Aswa Family Channel;Best actor;0;0 REPLY;12 days ago
596;Halit Cenap Demir;Ryan Reynolds: The Last Adbender;0;0 REPLY;3 weeks ago
597;EyesOfByes;His skin matches the casting couch.;1;0 REPLY;3 weeks ago (edited)
598;Shiyun Xiang;Nice!;0;0 REPLY;3 weeks ago
599;ECHS BACHS;Cool !;1;0 REPLY;3 weeks ago
600;Adarsh Parakh;@Ryan will you do a free ad for my pet store?;0;0 REPLY;2 weeks ago
601;Melyra- ??C??c? m? p??f??e - L!VE??J??!N-??;You could survive a zombie apocalypse.;0;0 REPLY;3 weeks ago
602;S Venter;????;0;0 REPLY;2 weeks ago
603;Editorial Asterión;It will be working for people outside the States? Peruvians, for example.;0;0 REPLY;2 weeks ago
604;Catherine Rodriguez;I am going to see if older women can get involved.  Interesting jobs are not easy to find, especially at my age.;0;0 REPLY;2 weeks ago
605;frelyn lawas;i want to go back home;0;0 REPLY;3 weeks ago
606;James Lewis;Oh well don't let me stop you! I haven't a clue what you're talking about. But keep on going.;0;0 REPLY;3 weeks ago
607;Emily;?;0;0 REPLY;3 weeks ago
608;TheRealMr.Incredible;Is he wearing a Mandarin collared shirt?;1;0 REPLY;3 weeks ago
609;Hero Is Pro;Is creative ladder only for people in North America? I am an high school student from India and wanna join.;0;0 REPLY;3 weeks ago
610;Silent Disco;"Ryan reyonlds 
When is people like you telling people like me who hates helping poverty people. To stop! It's slavery. I've done it.";0;0 REPLY;2 weeks ago (edited)
611;Gihan Perera;Nice they used the same music as the Matt Damon commercial.;0;0 REPLY;3 weeks ago
612;Paisen;"Just signed up 
Peter: Just saw the ad";0;0 REPLY;3 weeks ago
613;PRB;Celebrity blood oath of secrecy ;0;0 REPLY;3 weeks ago
614;Corey Bellfaust;But IATSE is already inclusive. Why not just support the union?;0;0 REPLY;3 weeks ago
615;JalepenoVR;uuuuuh, ryan? when is deadpool 3 please i need it;0;0 REPLY;3 weeks ago
616;kccollins62;Dude where were you when I was young?  Oh yea, Canada.  This is something I would have been over like white on rice, when I was young.;0;0 REPLY;3 weeks ago
617;frostlemoncake;Ryan God Reynolds.;0;0 REPLY;3 weeks ago
618;The DNW;Don't worry Ryan. If you need me, I'm here.;0;0 REPLY;3 weeks ago
619;HUNTER_MILA;HOWEVER !!!  THIS IS A CREATIVE LADDER SO RYAN  why are you still climbing...?;0;0 REPLY;3 weeks ago
620;Marco Eier;Your hair looks epic.;0;0 REPLY;3 weeks ago
621;VJ Joseph;Great;0;0 REPLY;3 weeks ago
622;JRW AND THE GODS;Hi rian I think ur awsome;0;0 REPLY;10 days ago
623;The Real Killer B;I was waiting for the punchline. I really thought there was going to be a punchline... Where was the punchline?;0;1 REPLY;3 weeks ago
624;Silent Disco;"Ryan reyonlds 
We can either go the electric. It will over heat the batterys. But that will cause fires. Or we have the Amish ways. To reduce green gas in our atmosphere.";0;0 REPLY;2 weeks ago (edited)
625;Aaron Tucker;"""be kind"".. that's what she said";0;0 REPLY;3 weeks ago
626;Dog God;Woooooo!!!;0;0 REPLY;3 weeks ago
627;Sconners;yes slay ryan;0;0 REPLY;3 weeks ago
628;Kodie Hutton;Free guy was so cool nice acting Ryan and Deadpool was sick nice acting;0;0 REPLY;8 days ago
629;Exploryst;Don’t forget the disability community. ;0;0 REPLY;2 weeks ago
630;Xerian;;0;0 REPLY;2 weeks ago
631;L E O N A R R O;Ad about Ads, he Better Call Sauled this;1;0 REPLY;3 weeks ago
632;Draytons Games;"Accessable to even me? Ryan? 
I created my profile picture!";1;0 REPLY;3 weeks ago
633;Piqachu;thanks ryan;0;0 REPLY;3 weeks ago
634;Mikey Whisenhunt;That logo branding tho.;0;1 REPLY;3 weeks ago
635;Sebastian Wardana;be careful now... that things under pressure... oh, this always happens... welp... gotta get back to my mancave...;0;0 REPLY;3 weeks ago
636;Adhi;Ryan Reynolds nooooooo ryan trahan yeaah some one add the drake meme here ;0;0 REPLY;3 weeks ago
637;Wiston Wolfe;Deadpool 3 please;1;0 REPLY;3 weeks ago
638;Lord Nobody;When is the next Deadpool movie? And who stole my cheese?;0;0 REPLY;3 weeks ago
639;Doodle;I want to know his opinion of the current Canadian dictatorship .;0;0 REPLY;3 weeks ago
640;ctwatcher;Now you're a YT star!  hahahahaha!  Because people are waking to all the Hollowood fakesters to harm kids.  All of you are aiding or are harming kids for yourselves or others.  Now we know, now all of you gotta go.;0;0 REPLY;9 days ago
641;Kynk;Well celebrities don't want to admit they like making ads cause they don't make them as good as you do.;0;0 REPLY;3 weeks ago
642;Brayden's Onaslaught With The End Of Cringe Fodder;Look, it’s the guy who Made Detective Pikachu!;0;0 REPLY;2 weeks ago
643;Little Lazar;It would make my day if Ryan ? my comment;0;1 REPLY;3 weeks ago
644;?????;The only adds I am watching purposely;0;0 REPLY;3 weeks ago
645;Gi;;0;0 REPLY;3 weeks ago
646;Flipster 5;Nice;1;0 REPLY;3 weeks ago
647;Galyn Nutter;Woofff!!;0;0 REPLY;3 weeks ago
648;Randomly Aarav;Missed you alot.;0;1 REPLY;3 weeks ago
649;the mad lad;i would like to know the location of the killpuddle 3;0;0 REPLY;2 weeks ago
650;DewMan001;After Adim I was expecting more garbage about NFTs, but was pleasantly surprised!;0;0 REPLY;3 weeks ago
651;JEL212;"WHERE'S MINT MOBILE FOR CANADA RYAN?????
MENTHOL MOBILE? SPEARMINT MOBILE? COMMON MAN - REPRESENT ????";0;0 REPLY;3 weeks ago (edited)
652;Evert;When are you doing Hot ones?;0;0 REPLY;2 weeks ago
653;Pan Pan;I'm a white male. No way I'll get hired;1;0 REPLY;3 weeks ago
654;Mr Harry;;0;0 REPLY;3 weeks ago
655;Jc Ch.;....;0;0 REPLY;3 weeks ago
656;Amardeep Sandhu;Love;0;0 REPLY;3 weeks ago
657;B;Nothing like giving jobs to people not based on there skills but there skin color.;0;0 REPLY;2 weeks ago
658;Li Qin;Make tv series instead. Ads are for the insane.;0;0 REPLY;1 day ago
659;BigCatEnergy;YEEESSSSSS;0;0 REPLY;3 weeks ago
660;Youtube FANCLUB;Your videos are movies;0;0 REPLY;3 weeks ago
661;Anna Anna;Thanks.;0;0 REPLY;3 weeks ago
662;Silent Disco;Shakira just pulled out a pyramid. Russia has a kola pyramid mountain. China has a mountain pyramid. Ixan.;0;0 REPLY;3 weeks ago (edited)
663;Silent Disco;"Ryan reyonlds 
I don't want to be that person who helps every African.";0;0 REPLY;2 weeks ago
664;Ryan Shirvani;Wow;0;0 REPLY;3 weeks ago
665;Andreas Hakim;i love canada;0;0 REPLY;3 weeks ago
666;euisa cous;you Mr. Reynolds;0;0 REPLY;2 weeks ago
667;Lo Presti;Dude. I tried ur Gin. Its smells like and tastes like isopropyl rubbing alcohol. But then again, ALL gin does.  u are still cute tho, ryan. ;1;0 REPLY;2 weeks ago
668;Silent Disco;"Ryan reyonlds 
We have proof. Robert ""Bobby"" E. Crimo III is Finn Wolfhard character. They have been subliminal messaging him since 2016 season 1 of stranger things on Netflix. People are telling me it's the illustrator Logan Paul.";0;0 REPLY;8 days ago (edited)
669;Ponnamus Prime;"Ads the movie 
I don't know  the movie 
Musical the movie 
Some kind of movie: movie ";0;0 REPLY;3 weeks ago
670;John Smith;i would love that another co-founder of this was that annoying guy from Laughing Man Ads, cant remember his name;0;0 REPLY;3 weeks ago
